"","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","CovariateStrength"
"926",4,NA,NA,0.163029533611841,0,8
"927",5,NA,NA,0.158643207677201,0,8
"928",6,NA,NA,0.182447350659072,0,8
"929",7,NA,NA,0.113240649246157,0,8
"930",8,NA,NA,0.201965073142044,0,8
"931",9,NA,NA,0.152094235211462,0,8
"932",10,NA,NA,0.194728074945915,0,8
"933",1,NA,NA,0.0368098625836988,0,8
"934",2,NA,NA,0.0536425861913288,0,8
"935",3,NA,NA,0.0732474913961135,0,8
"936",4,NA,NA,0.0596021623754886,0,8
"937",5,NA,NA,0.0141530158773458,0,8
"938",6,NA,NA,0.125753715886085,0,8
"939",7,NA,NA,0.112920502764322,0,8
"940",8,NA,NA,0.199858147613611,0,8
"941",9,NA,NA,0.0238693714497601,0,8
"942",10,NA,NA,0.0257801772266789,0,8
"943",1,NA,NA,0.0500924569367885,0,8
"944",2,NA,NA,0.0174723429217588,0,8
"945",3,NA,NA,0.013738741265848,0,8
"946",4,NA,NA,0.000661248625353838,0,8
"947",5,NA,NA,0.070477056341797,0,8
"948",6,NA,NA,0.0143851446618597,0,8
"949",7,NA,NA,0.00514821636321774,0,8
"950",8,NA,NA,0.00384605554369044,0,8
"951",9,NA,NA,0.0428112709760755,0,8
"952",10,NA,NA,0.00249344177642013,0,8
"953",1,NA,NA,0.0548534823229919,0,8
"954",2,NA,NA,0.0220178236015582,0,8
"955",3,NA,NA,0.0221374059413636,0,8
"956",4,NA,NA,0.0135834992413021,0,8
"957",5,NA,NA,0.0250724629740274,0,8
"958",6,NA,NA,0.0278012990647419,0,8
"959",7,NA,NA,0.0615982271391689,0,8
"960",8,NA,NA,0.0509524306211383,0,8
"961",9,NA,NA,0.0253529412683212,0,8
"962",10,NA,NA,0.0407414394908122,0,8
"963",5,NA,-0.000237675031107564,NA,0,8
"964",3,NA,NA,-0.000685860713625321,0,8
"965",10,NA,NA,-0.0110760198101171,0,8
"966",1,NA,NA,-0.000809444090664124,0,8
"967",1,NA,NA,-0.00943225641014949,0,8
"968",6,NA,NA,-0.000686720558167229,0,8
"969",1,NA,NA,-0.0036435309940028,0,8
"970",5,NA,0.0273324764625756,NA,0,8
"971",1,NA,NA,-0.00243952326615768,0,8
"972",1,NA,NA,0.158369454427804,0,8
"973",2,NA,NA,0.268294112499633,0,8
"974",3,NA,NA,0.22427205035044,0,8
"975",4,NA,0.0554344784376601,0.276038759158839,2,8
"976",5,NA,NA,0.225252323064902,0,8
"977",6,NA,NA,0.238248020063616,0,8
"978",7,0.0287244429856903,0.00893396236962374,0.303377258775339,3,8
"979",8,0.023450864119596,0.0395125323225112,0.286043748685704,3,8
"980",9,NA,NA,0.23322276555495,0,8
"981",10,NA,NA,0.257898723296429,0,8
"982",1,NA,NA,0.0845284708610796,0,8
"983",2,NA,NA,0.00359659069741381,0,8
"984",3,NA,NA,0.0277188938027581,0,8
"985",4,NA,NA,0.00170037344853519,0,8
"986",5,NA,NA,0.186335064784775,0,8
"987",6,NA,NA,0.132375732975913,0,8
"988",7,NA,NA,0.00274021769230368,0,8
"989",8,NA,NA,0.0188702608770832,0,8
"990",9,NA,NA,0.0110013179426612,0,8
"991",10,NA,NA,0.00925182759419907,0,8
"992",1,NA,NA,0.0193759047304349,0,8
"993",2,NA,NA,0.0331543414563484,0,8
"994",3,NA,NA,0.0169587910470979,0,8
"995",4,NA,NA,0.00443199964786204,0,8
"996",5,NA,NA,0.0316205035451726,0,8
"997",6,NA,NA,0.0268372239990253,0,8
"998",7,NA,NA,0.0189229477314548,0,8
"999",8,NA,NA,0.0259787585507447,0,8
"1000",9,NA,NA,0.0242189249186412,0,8
"1001",10,NA,NA,0.00847733913598932,0,8
"1002",1,NA,NA,0.0103364204115496,0,8
"1003",2,NA,NA,0.0832028057445588,0,8
"1004",3,NA,NA,0.126183213990764,0,8
"1005",4,NA,NA,0.186717207082708,0,8
"1006",5,NA,NA,0.0690315608545232,0,8
"1007",6,NA,NA,0.0756922118003339,0,8
"1008",7,NA,NA,0.0261827982072399,0,8
"1009",8,NA,NA,0.186429173350342,0,8
"1010",9,NA,NA,0.0230950482415497,0,8
"1011",10,NA,NA,0.0880380826732887,0,8
"1012",1,NA,NA,0.0145792480357771,0,8
"1013",2,NA,NA,0.0234453890329265,0,8
"1014",3,NA,NA,0.0106567094401059,0,8
"1015",4,NA,NA,0.00341330215110306,0,8
"1016",5,NA,NA,0.0610496602169979,0,8
"1017",6,NA,NA,0.028812633705128,0,8
"1018",7,NA,NA,0.00309597674514645,0,8
"1019",8,NA,NA,0.00684965312295226,0,8
"1020",9,NA,NA,0.021676755459332,0,8
"1021",10,NA,NA,0.0067746333661527,0,8
"1022",1,NA,NA,0.0141488391345006,0,8
"1023",2,NA,NA,0.0365936710033396,0,8
"1024",3,NA,NA,0.113426241740573,0,8
"1025",4,NA,NA,0.0812690609665346,0,8
"1026",5,NA,NA,0.177356896790624,0,8
"1027",6,NA,NA,0.143349072905663,0,8
"1028",7,NA,NA,0.033596754778686,0,8
"1029",8,NA,NA,0.11054528537596,0,8
"1030",9,NA,NA,0.0887979270019967,0,8
"1031",10,NA,NA,0.126826268910018,0,8
"1032",3,NA,0.000203665911411765,NA,0,8
"1033",3,NA,NA,-0.00351416978620196,0,8
"1034",9,NA,NA,-0.000283302015621111,0,8
"1035",10,NA,NA,-0.000573171553196868,0,8
"1036",1,NA,NA,-0.000208787003890516,0,8
"1037",1,NA,NA,-0.00567764471299094,0,8
"1038",2,-0.00205976360827077,-0.00204011097988834,NA,1,8
"1039",4,NA,-0.0511982636917842,NA,0,8
"1040",6,NA,-0.0148538505064537,-0.0134505268540516,2,8
"1041",1,NA,NA,-0.0603195526796493,0,8
"1042",1,NA,NA,-0.000576198892769659,0,8
"1043",1,NA,NA,0.055587254609183,0,8
"1044",2,NA,NA,0.00464390847634392,0,8
"1045",3,NA,NA,0.0160459526398174,0,8
"1046",4,NA,NA,0.00154135289186606,0,8
"1047",5,NA,NA,0.0452362231070779,0,8
"1048",6,NA,NA,0.107365851072133,0,8
"1049",7,NA,NA,0.00154612120537847,0,8
"1050",8,NA,NA,0.0395667597181044,0,8
"1051",9,NA,NA,0.0157791739482918,0,8
"1052",10,NA,NA,0.0110857035290435,0,8
"1053",1,NA,NA,0.0354165820107278,0,8
"1054",2,NA,NA,0.116728010135838,0,8
"1055",3,NA,NA,0.0432386669259701,0,8
"1056",4,NA,NA,0.00579472308930546,0,8
"1057",5,NA,NA,0.112306376637302,0,8
"1058",6,NA,NA,0.124884712414826,0,8
"1059",7,NA,NA,0.0425486500410229,0,8
"1060",8,NA,NA,0.0332988503725884,0,8
"1061",9,NA,NA,0.0486537158642859,0,8
"1062",10,NA,NA,0.0235000597956491,0,8
"1063",1,NA,NA,0.0755705778411451,0,8
"1064",2,NA,NA,0.0345560087328761,0,8
"1065",3,NA,NA,0.0277041001628848,0,8
"1066",4,NA,NA,0.131235073735056,0,8
"1067",5,NA,NA,0.0652070188452803,0,8
"1068",6,NA,NA,0.134700992823551,0,8
"1069",7,NA,NA,0.0231435895840399,0,8
"1070",8,NA,NA,0.177511721426944,0,8
"1071",9,NA,NA,0.0211895657500527,0,8
"1072",10,NA,NA,0.112114419382837,0,8
"1073",1,NA,NA,0.10446892004291,0,8
"1074",2,NA,NA,0.114938852734162,0,8
"1075",3,NA,NA,0.00287635490473354,0,8
"1076",4,NA,NA,0.0156766088088242,0,8
"1077",5,NA,NA,0.0368578300617152,0,8
"1078",6,NA,NA,0.0565444461072683,0,8
"1079",7,NA,NA,0.00334401428529563,0,8
"1080",8,NA,NA,0.00381988978592204,0,8
"1081",9,NA,NA,0.0834404474153573,0,8
"1082",10,NA,NA,0.00251294310734021,0,8
"1083",1,NA,NA,0.0982521877111204,0,8
"1084",2,NA,NA,0.029478317672252,0,8
"1085",3,NA,NA,0.0207665144753221,0,8
"1086",4,NA,NA,0.0622222457806295,0,8
"1087",5,NA,NA,0.0408667504287054,0,8
"1088",6,NA,NA,0.0514095884476415,0,8
"1089",7,NA,NA,0.0139102860980682,0,8
"1090",8,NA,NA,0.0458549608250486,0,8
"1091",9,NA,NA,0.0511701865657841,0,8
"1092",10,NA,NA,0.04166596887434,0,8
"1093",3,NA,NA,-0.000643387778824714,0,8
"1094",10,NA,NA,-0.00145480497588204,0,8
"1095",2,NA,NA,-0.000380280863049604,0,8
"1096",1,NA,NA,-0.00144985604139582,0,8
"1097",1,NA,NA,-0.00604585676386019,0,8
"1098",4,NA,-0.00202090312614394,NA,0,8
"1099",6,NA,NA,-0.0022387089520824,0,8
"1100",1,NA,NA,-0.00671361187845936,0,8
"1101",1,NA,NA,-0.00105321509498075,0,8
"1102",2,NA,0.000263731445019215,NA,0,8
"1103",1,NA,NA,0.0268415592724351,0,8
"1104",2,NA,NA,0.000796815641575102,0,8
"1105",3,NA,NA,0.0841797625350709,0,8
"1106",4,NA,NA,0.0041871972820749,0,8
"1107",5,NA,NA,0.0248543841247885,0,8
"1108",6,NA,NA,0.0123348279464783,0,8
"1109",7,NA,NA,0.00057531933923088,0,8
"1110",8,NA,NA,0.110737800261718,0,8
"1111",9,NA,NA,0.0506656970719847,0,8
"1112",10,NA,NA,0.000590486622670652,0,8
"1113",1,NA,NA,0.00396318537661413,0,8
"1114",2,NA,NA,0.0445884649326514,0,8
"1115",3,NA,NA,0.155814449740992,0,8
"1116",4,NA,NA,0.00652041256907464,0,8
"1117",5,NA,NA,0.0233449461348551,0,8
"1118",6,NA,NA,0.0788280285907428,0,8
"1119",7,NA,NA,0.0506623294837176,0,8
"1120",8,NA,NA,0.0662980511527374,0,8
"1121",9,NA,NA,0.0388757727081107,0,8
"1122",10,NA,NA,0.0555984644584663,0,8
"1123",1,NA,NA,0.00620351236819476,0,8
"1124",2,NA,NA,0.040883739458995,0,8
"1125",3,NA,NA,0.0499676504658213,0,8
"1126",4,NA,NA,0.0247672938647299,0,8
"1127",5,NA,NA,0.0738424508427207,0,8
"1128",6,NA,NA,0.0944414774885388,0,8
"1129",7,NA,NA,0.075436496451846,0,8
"1130",8,NA,NA,0.0473794235380859,0,8
"1131",9,NA,NA,0.0750429131258211,0,8
"1132",10,NA,NA,0.0407108672114772,0,8
"1133",1,NA,NA,0.0055594287889302,0,8
"1134",2,NA,NA,0.0401498131867077,0,8
"1135",3,NA,NA,0.054888516474304,0,8
"1136",4,NA,NA,0.0247105694679351,0,8
"1137",5,NA,NA,0.0922291457483809,0,8
"1138",6,NA,NA,0.0952616691776697,0,8
"1139",7,NA,NA,0.0932922378071138,0,8
"1140",8,NA,NA,0.066599513358395,0,8
"1141",9,NA,NA,0.135305119003262,0,8
"1142",10,NA,NA,0.0692736508269468,0,8
"1143",3,NA,NA,-0.0017005550324467,0,8
"1144",9,NA,NA,-0.00044742674847769,0,8
"1145",10,NA,NA,-0.0165219021904566,0,8
"1146",1,NA,NA,-0.000523495258214303,0,8
"1147",6,NA,NA,-0.00124387492652621,0,8
"1148",1,NA,NA,-0.00358333839117729,0,8
"1149",8,NA,NA,-0.00590872505107037,0,8
"1150",1,NA,NA,-0.000798211848592328,0,8
"1151",1,NA,NA,0.0541335306281246,0,8
"1152",2,NA,NA,0.012838519921278,0,8
"1153",3,NA,NA,0.0215943073326009,0,8
"1154",4,NA,NA,0.00674692457956545,0,8
"1155",5,NA,NA,0.0106980998785837,0,8
"1156",6,NA,NA,0.0266423860861016,0,8
"1157",7,NA,NA,0.010074886253622,0,8
"1158",8,NA,NA,0.0345666775141483,0,8
"1159",9,NA,NA,0.00558876599806421,0,8
"1160",10,NA,NA,0.00403261535222223,0,8
"1161",1,NA,NA,0.115798872051097,0,8
"1162",2,NA,NA,0.0102282092576331,0,8
"1163",3,NA,NA,0.00477848656937875,0,8
"1164",5,NA,NA,0.0312128294037691,0,8
"1165",6,NA,NA,0.034882192457513,0,8
"1166",7,NA,NA,0.000477189112881062,0,8
"1167",8,NA,NA,0.00412636768390637,0,8
"1168",9,NA,NA,0.01451108850738,0,8
"1169",10,NA,NA,0.000483301662632033,0,8
"1170",1,-0.000532540562478858,NA,0.0916120481082384,0,8
"1171",2,NA,NA,0.00774550937318165,0,8
"1172",3,NA,NA,0.00831190887128553,0,8
"1173",4,NA,NA,0.00160062085822673,0,8
"1174",5,NA,NA,0.00852368565524966,0,8
"1175",6,NA,NA,0.0103135801352626,0,8
"1176",7,NA,NA,0.00516842516779373,0,8
"1177",8,NA,NA,0.0124677837437969,0,8
"1178",9,NA,NA,0.00949598137598883,0,8
"1179",10,NA,NA,0.00817900948048335,0,8
"1180",3,NA,NA,-0.00025751941149512,0,8
"1181",10,NA,NA,-0.00150119209914662,0,8
"1182",1,NA,NA,-0.00135187098128443,0,8
"1183",1,-0.00240680335257409,-0.000546922683570746,-0.000219676495431449,3,8
"1184",1,NA,NA,-0.000685231940781845,0,8
"1185",6,NA,NA,-0.000252177263003554,0,8
"1186",1,NA,NA,-0.000821385062063502,0,8
"1187",8,NA,NA,-0.00045727564960179,0,8
"1188",1,-0.07751679453417,-0.0665679304286534,-0.0423139658510294,3,8
"1189",1,NA,NA,0.248902116160879,0,8
"1190",2,NA,NA,0.0210444823545933,0,8
"1191",3,NA,NA,0.0313492749874804,0,8
"1192",4,NA,NA,0.00307285454236733,0,8
"1193",5,NA,NA,0.0223285867364823,0,8
"1194",6,NA,NA,0.0516391508610071,0,8
"1195",7,NA,NA,0.0196850239467639,0,8
"1196",8,NA,NA,0.0150927925802594,0,8
"1197",9,NA,NA,0.0206966972966769,0,8
"1198",10,NA,NA,0.0141201719000449,0,8
"1199",1,NA,NA,0.0127515632721997,0,8
"1200",2,NA,0.0380924681330873,0.303711465011806,2,8
"1201",3,0.114966914905869,0.033994694192405,0.320228009981625,3,8
"1202",4,NA,0.00913386957565619,0.277788702888827,2,8
"1203",5,NA,NA,0.287020997239136,0,8
"1204",6,NA,NA,0.220581072045232,0,8
"1205",7,NA,NA,0.232362521668124,0,8
"1206",8,NA,NA,0.229662941768691,0,8
"1207",9,NA,NA,0.302527501610893,0,8
"1208",10,NA,NA,0.23272074371528,0,8
"1209",3,NA,NA,-0.00992129845884213,0,8
"1210",9,NA,NA,-0.00674218698836308,0,8
"1211",10,NA,NA,-0.000835559975207203,0,8
"1212",1,NA,NA,-0.000510890927592794,0,8
"1213",6,NA,NA,-0.000711245500025889,0,8
"1214",2,0.000363152710523342,NA,NA,0,8
"1215",1,NA,NA,-0.000438182445639254,0,8
"1216",2,0.0124989316773656,NA,NA,0,8
"1217",8,NA,NA,-0.000273768165310768,0,8
"1218",10,0.0390938643817245,NA,NA,0,8
"1219",1,NA,NA,-0.00160981801077972,0,8
"1220",1,NA,NA,0.0158948305386974,0,8
"1221",2,NA,NA,0.0800147968531268,0,8
"1222",3,NA,NA,0.117418757057021,0,8
"1223",4,NA,NA,0.00924783105230725,0,8
"1224",5,NA,NA,0.0983477558996246,0,8
"1225",6,NA,NA,0.135900847982712,0,8
"1226",7,NA,NA,0.110612520722971,0,8
"1227",8,NA,NA,0.0823058357574566,0,8
"1228",9,NA,NA,0.0912005528293451,0,8
"1229",10,NA,NA,0.0753355815671798,0,8
"1230",3,NA,NA,-0.0036378658240915,0,8
"1231",9,NA,NA,-0.000278047351220175,0,8
"1232",10,NA,NA,-0.000486088155569387,0,8
"1233",2,NA,NA,-0.00473838489084327,0,8
"1234",1,NA,NA,-0.000234551683991511,0,8
"1235",1,NA,NA,-0.000702307199868883,0,8
"1236",5,NA,0.000363105591362053,NA,0,8
"1237",6,NA,NA,-0.000270739295090544,0,8
"1238",1,NA,NA,-0.000618044768453876,0,8
"1239",1,NA,NA,-0.00344361632599916,0,8
"1240",3,NA,NA,-0.044341600214889,0,8
"1241",9,NA,NA,-0.00426672282266775,0,8
"1242",10,NA,NA,-0.0011072325458037,0,8
"1243",2,NA,NA,-0.00026473290171446,0,8
"1244",1,NA,-0.0277343334791131,-0.0209969375008422,2,8
"1245",1,0.000294605942031948,NA,NA,0,8
"1246",1,NA,NA,-0.000734720394536736,0,8
"1247",6,NA,NA,-0.00134698644169605,0,8
"1248",1,NA,NA,-0.000599798836353872,0,8
"1249",8,NA,NA,-0.000275013009669214,0,8
"1250",1,0.00948848116428452,NA,-0.00272435075520534,0,8
"1251",3,0.0558516836714548,0.0616579932316475,NA,1,8
"1252",5,0.0600267407812305,0.0597862442545614,0.0118225516105956,3,8
"1253",6,-0.0275265918454194,-0.0476556990613797,NA,1,8
"1254",3,NA,0.000519030694466425,NA,0,8
"1255",6,NA,0.0320737867122908,NA,0,8
"1256",3,-0.033492686256014,-0.0124828599301334,-0.000721571315712826,3,8
"1257",4,-0.0374832673420887,-0.017672609207513,NA,1,8
"1258",5,-0.0157903646477942,-0.0121859978974804,NA,1,8
"1259",6,-0.00724757706521129,-0.0158560695753929,NA,1,8
"1260",7,-0.0119592874928508,-0.021390801538997,-0.0076984685850049,3,8
"1261",9,-0.114643798428221,-0.139512045217322,-0.0592806594849446,3,8
"1262",2,NA,0.0201563063357905,NA,0,8
"1263",8,-0.00744098333873766,-0.00702183844352905,NA,1,8
"1264",2,-0.103163121922634,-0.0791611795984569,NA,1,8
"1265",4,-0.0778883514715368,-0.0390627550451938,NA,1,8
"1266",6,-0.0688416441284403,-0.0655590754148566,NA,1,8
"1267",9,-0.0265688080125073,-0.00897406875461004,NA,1,8
"1268",4,0.000309578229485376,NA,NA,0,8
"1269",4,NA,-0.000280427021933969,NA,0,8
"1270",6,NA,-0.000351839827792188,NA,0,8
"1271",3,-0.00133942387182709,-0.00055221105725148,NA,1,8
"1272",5,-0.00067558549474523,-0.000519883278138506,NA,1,8
"1273",3,NA,0.0227441164950273,NA,0,8
"1274",4,0.0316552374700163,0.0284499049545361,NA,1,8
"1275",1,0.0428829461754714,0.0113261823646,0.00738708612662548,3,8
"1276",4,-0.00558843620401667,NA,NA,0,8
"1277",1,NA,NA,0.00024068721537577,0,8
"1278",6,NA,-0.00109703986500731,NA,0,8
"1279",2,0.0405661058031083,0.0279077344155351,0.0101354307271959,3,8
"1280",6,NA,0.00054233510319721,NA,0,8
"1281",6,NA,-0.000365008609025573,NA,0,8
"1282",1,0.0291701833423761,NA,NA,0,8
"1283",6,NA,-0.000643836398329579,NA,0,15
"1284",7,-0.00724984920999411,NA,NA,0,15
"1285",6,0.0236248226942653,0.0370895149514254,NA,1,15
"1286",6,-0.0147968762750032,-0.0256395180185498,NA,1,15
"1287",4,0.0645927514429522,0.0675315428222813,0.073519215577788,3,15
"1288",7,0.0298352292935533,0.00859464291440409,0.0337591712229973,3,15
"1289",4,NA,NA,-0.00137610134816034,0,15
"1290",4,NA,NA,-0.00142055305097314,0,15
"1291",4,NA,NA,-0.00135947863326924,0,15
"1292",4,NA,NA,-0.0013377737286027,0,15
"1293",4,NA,NA,-0.00137100491306855,0,15
"1294",4,NA,NA,-0.00138785412663214,0,15
"1295",7,NA,NA,-0.000206462407213389,0,15
"1296",4,NA,NA,-0.00299659988166917,0,15
"1297",7,NA,NA,-0.00059979644459959,0,15
"1298",4,NA,NA,-0.00168765003664285,0,15
"1299",4,NA,NA,-0.00233295944940302,0,15
"1300",7,NA,NA,-0.00060401700881271,0,15
"1301",4,NA,NA,-0.00518227677153865,0,15
"1302",2,0.079905085946443,0.0609413877709756,NA,1,15
"1303",6,0.0295053552416385,0.000942834000622071,NA,1,15
"1304",10,0.0349993305363419,0.0257080684589641,NA,1,15
"1305",7,-0.0503648411920609,-0.0514766007007585,NA,1,15
"1306",2,-0.0359906658067964,-0.0465067783938056,NA,1,15
"1307",4,NA,NA,0.00247861820801254,0,15
"1308",7,NA,NA,0.0157200873328446,0,15
"1309",5,NA,-0.0018281640716179,NA,0,15
"1310",7,0.0836957857096999,0.0824878413437733,NA,1,15
"1311",9,NA,0.0076984326366637,NA,0,15
"1312",1,0.00078596542553877,NA,NA,0,15
"1313",2,NA,-0.000238323536903378,NA,0,15
"1314",2,-0.0152285805791142,-0.00869165792218014,NA,1,15
"1315",4,-0.0303328026229763,-0.019102767064433,NA,1,15
"1316",3,NA,0.0498177546660803,NA,0,15
"1317",7,-0.00112321570818568,NA,NA,0,15
"1318",3,-0.0247306680085379,-0.0248094701247613,NA,1,15
"1319",6,-0.0440151486132697,-0.0667343804783059,NA,1,15
"1320",8,-0.0386404781433074,-0.0228980227139702,NA,1,15
"1321",9,NA,-0.00534717566616388,NA,0,15
"1322",10,-0.0735223261297739,-0.0474889773676084,NA,1,15
"1323",5,0.000227928379644761,NA,NA,0,15
"1324",6,NA,-0.00157527753859357,NA,0,15
"1325",8,NA,-0.00798934507872462,NA,0,15
"1326",5,-0.0202517636450758,-0.00325688129365097,NA,1,15
"1327",7,-0.0166375743370258,NA,NA,0,15
"1328",3,0.100212966142787,0.0800888389116674,0.0560406636106345,3,15
"1329",4,0.0680819670053677,0.0488249944674926,0.0216195193192186,3,15
"1330",6,0.0364369864753472,0.0512765884437352,0.00149154146321401,3,15
"1331",8,0.0304346988229863,0.00807951976912632,NA,1,15
"1332",10,0.0103884572754512,0.00672970748369572,NA,1,15
"1333",4,NA,NA,0.00102310491179638,0,15
"1334",3,-0.0240009165519707,-0.0321792375414714,NA,1,15
"1335",1,NA,NA,-0.0014601153460315,0,15
"1336",4,NA,NA,-0.0546600536694715,0,15
"1337",6,NA,NA,-0.00464368985712106,0,15
"1338",8,NA,NA,-0.00042666608685373,0,15
"1339",1,NA,NA,-0.00154902155070365,0,15
"1340",4,NA,NA,-0.0103005810091741,0,15
"1341",6,NA,NA,-0.00410410921866056,0,15
"1342",8,NA,NA,-0.000453296713185724,0,15
"1343",1,NA,NA,-0.001843340903009,0,15
"1344",4,NA,NA,-0.0101867679883224,0,15
"1345",6,NA,NA,-0.00704940363959843,0,15
"1346",8,NA,NA,-0.00211232050332188,0,15
"1347",1,NA,NA,-0.00113357670700507,0,15
"1348",4,NA,NA,-0.00686810949766591,0,15
"1349",6,NA,NA,-0.00420224038110192,0,15
"1350",8,NA,NA,-0.000492290327168149,0,15
"1351",1,NA,NA,-0.00192088504615254,0,15
"1352",4,NA,NA,-0.00739113615287233,0,15
"1353",6,NA,NA,-0.00502761144948879,0,15
"1354",8,NA,NA,-0.000538428764879787,0,15
"1355",1,NA,NA,-0.00147671920348157,0,15
"1356",4,NA,NA,-0.00987589441609377,0,15
"1357",6,NA,NA,-0.00511090959576006,0,15
"1358",8,NA,NA,-0.000353845586742121,0,15
"1359",1,NA,NA,-0.00172338683012908,0,15
"1360",4,NA,NA,-0.00909600897913363,0,15
"1361",6,NA,NA,-0.00487405336289046,0,15
"1362",8,NA,NA,-0.000515877033866282,0,15
"1363",1,NA,NA,-0.0102313842638704,0,15
"1364",4,NA,NA,-0.0094433137537512,0,15
"1365",6,NA,NA,-0.00491173677543984,0,15
"1366",8,NA,NA,-0.0005109992544151,0,15
"1367",1,NA,NA,-0.00273165075622978,0,15
"1368",4,NA,NA,-0.00821620750530138,0,15
"1369",6,NA,NA,-0.0245168477973759,0,15
"1370",8,NA,NA,-0.000296338603524222,0,15
"1371",1,NA,NA,-0.00173923154899954,0,15
"1372",4,NA,NA,-0.00924919201314976,0,15
"1373",6,NA,NA,-0.00527162540308616,0,15
"1374",8,NA,NA,-0.000359734330587997,0,15
"1375",4,NA,NA,0.000299757523763874,0,15
"1376",2,-0.0263354388412289,-0.049175040952692,NA,1,15
"1377",10,-0.00584457089573232,-0.0173402474449444,NA,1,15
"1378",10,NA,NA,-0.000906003732835848,0,15
"1379",10,NA,NA,-0.00559358406044683,0,15
"1380",10,NA,NA,-0.00118287640758598,0,15
"1381",10,NA,NA,-0.000620670318431381,0,15
"1382",10,NA,NA,-0.000765149326883178,0,15
"1383",10,NA,NA,-0.000706039979616329,0,15
"1384",10,NA,NA,-0.00113358837589788,0,15
"1385",10,NA,NA,-0.000708626983724018,0,15
"1386",10,NA,NA,-0.000688787062966434,0,15
"1387",10,NA,NA,-0.000882719393955732,0,15
"1388",1,-0.0199396400389928,-0.00760605500676653,NA,1,15
"1389",3,NA,-0.00191764734336153,NA,0,15
"1390",9,-0.0569856882200587,-0.0707037523705647,NA,1,15
"1391",1,-0.00827942064913412,-0.013349343481223,NA,1,15
"1392",4,NA,NA,-0.0271966217416016,0,15
"1393",5,NA,NA,-0.0224486691385571,0,15
"1394",6,NA,NA,-0.0200838207663116,0,15
"1395",7,NA,NA,-0.0071444136988664,0,15
"1396",8,NA,NA,-0.0247434766383664,0,15
"1397",9,NA,NA,-0.0066238158057769,0,15
"1398",10,NA,NA,-0.0101062699270313,0,15
"1399",4,NA,NA,-0.0280751257648734,0,15
"1400",5,NA,NA,-0.0205312553651274,0,15
"1401",6,NA,NA,-0.00345435450252345,0,15
"1402",7,NA,NA,-0.0067541929996911,0,15
"1403",8,NA,NA,-0.0102294959167207,0,15
"1404",9,NA,NA,-0.00598753391033094,0,15
"1405",10,NA,NA,-0.00873007953187216,0,15
"1406",4,NA,NA,-0.0268680644024787,0,15
"1407",5,NA,NA,-0.0247213847631119,0,15
"1408",6,NA,NA,-0.00438202552792971,0,15
"1409",7,NA,NA,-0.00772519722480115,0,15
"1410",8,NA,NA,-0.0113612783876292,0,15
"1411",9,NA,NA,-0.0052052711028742,0,15
"1412",10,NA,NA,-0.00887584940303623,0,15
"1413",4,NA,NA,-0.0264391147045371,0,15
"1414",5,NA,NA,-0.0260072792608709,0,15
"1415",6,NA,NA,-0.0050848146799282,0,15
"1416",7,NA,NA,-0.00449187117517064,0,15
"1417",8,NA,NA,-0.0111715299589426,0,15
"1418",9,NA,NA,-0.0062284019347926,0,15
"1419",10,NA,NA,-0.00841657109951348,0,15
"1420",4,NA,NA,-0.0270958611226083,0,15
"1421",5,NA,NA,-0.0219574177345052,0,15
"1422",6,NA,NA,-0.00475125567348171,0,15
"1423",7,NA,NA,-0.00768936713975791,0,15
"1424",8,NA,NA,-0.00957932528739617,0,15
"1425",9,NA,NA,-0.0059619481855738,0,15
"1426",10,NA,NA,-0.00874965621903003,0,15
"1427",4,NA,NA,-0.0274288479664754,0,15
"1428",5,NA,NA,-0.0260971123494521,0,15
"1429",6,NA,NA,-0.00492401872452083,0,15
"1430",7,NA,NA,-0.00888822146021843,0,15
"1431",8,NA,NA,-0.0109827554577171,0,15
"1432",9,NA,NA,-0.00750531299021322,0,15
"1433",10,NA,NA,-0.0109399360259889,0,15
"1434",4,NA,NA,-0.0592232560147047,0,15
"1435",5,NA,NA,-0.0220653425818356,0,15
"1436",6,NA,NA,-0.00397264990768407,0,15
"1437",7,NA,NA,-0.0258213175673438,0,15
"1438",8,NA,NA,-0.00811099401080664,0,15
"1439",9,NA,NA,-0.00382266681802273,0,15
"1440",10,NA,NA,-0.00768084893239035,0,15
"1441",4,NA,NA,-0.0333538771916496,0,15
"1442",5,NA,NA,-0.0207475496473531,0,15
"1443",6,NA,NA,-0.00678017772191193,0,15
"1444",7,NA,NA,-0.00517106390196934,0,15
"1445",8,NA,NA,-0.014765404636225,0,15
"1446",9,NA,NA,-0.0102456114196906,0,15
"1447",10,NA,NA,-0.0103217280195091,0,15
"1448",4,NA,NA,-0.0461074159156864,0,15
"1449",5,NA,NA,-0.121623465674423,0,15
"1450",6,NA,NA,-0.00533377287800054,0,15
"1451",7,NA,NA,-0.0260030156759899,0,15
"1452",8,NA,NA,-0.0113441246465604,0,15
"1453",9,NA,NA,-0.0068007760020951,0,15
"1454",10,NA,NA,-0.055750954563984,0,15
"1455",4,NA,NA,-0.102419829626368,0,15
"1456",5,NA,NA,-0.0403741657657147,0,15
"1457",6,NA,NA,-0.0152617402347754,0,15
"1458",7,NA,NA,-0.00671143115216095,0,15
"1459",8,NA,NA,-0.0482769392315782,0,15
"1460",9,NA,NA,-0.0378229323424901,0,15
