"","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","Connectance"
"1011",8,NA,NA,0.051032478134482,0,0.2
"1012",9,NA,NA,0.0495312713113616,0,0.2
"1013",10,NA,NA,0.0582784530465195,0,0.2
"1014",3,NA,NA,-0.000508156235380916,0,0.2
"1015",10,NA,NA,-0.00085930563976555,0,0.2
"1016",1,NA,NA,-0.000224880468209968,0,0.2
"1017",1,-0.0596539315765673,-0.0222658094990013,-0.0670531988589327,3,0.2
"1018",5,NA,NA,-0.000734254252550188,0,0.2
"1019",1,NA,NA,-0.00487521223499167,0,0.2
"1020",1,NA,NA,-0.00040303707541191,0,0.2
"1021",1,NA,NA,0.142016594496258,0,0.2
"1022",2,NA,NA,0.140243648189126,0,0.2
"1023",3,NA,NA,0.132793535008775,0,0.2
"1024",4,NA,NA,0.0286235480978488,0,0.2
"1025",5,NA,NA,0.0876671533116604,0,0.2
"1026",6,NA,NA,0.0360403024778291,0,0.2
"1027",7,NA,NA,0.060643044495653,0,0.2
"1028",8,NA,NA,0.0550622844202913,0,0.2
"1029",9,NA,NA,0.0450962889884451,0,0.2
"1030",10,NA,NA,0.140631250969695,0,0.2
"1031",1,NA,NA,0.161497890813484,0,0.2
"1032",2,NA,NA,0.0452096729608946,0,0.2
"1033",3,NA,NA,0.0871876483348716,0,0.2
"1034",4,NA,NA,0.0820989043509719,0,0.2
"1035",5,NA,NA,0.0433349260715728,0,0.2
"1036",6,NA,NA,0.0684709850780464,0,0.2
"1037",7,NA,NA,0.0799864580982264,0,0.2
"1038",8,NA,NA,0.0791887122604089,0,0.2
"1039",9,NA,NA,0.0201424817403609,0,0.2
"1040",10,NA,NA,0.0435174680771893,0,0.2
"1041",1,NA,NA,0.183595050466268,0,0.2
"1042",2,NA,NA,0.0688801814455832,0,0.2
"1043",3,NA,NA,0.028258698610629,0,0.2
"1044",4,NA,NA,0.0362024785739729,0,0.2
"1045",5,NA,NA,0.0197344560939228,0,0.2
"1046",6,NA,NA,0.104802367310366,0,0.2
"1047",7,NA,NA,0.0428281881700128,0,0.2
"1048",8,NA,NA,0.0342403523283542,0,0.2
"1049",9,NA,NA,0.0136295826732927,0,0.2
"1050",10,NA,NA,0.0333114550176802,0,0.2
"1051",1,NA,NA,0.0171347320261013,0,0.2
"1052",2,NA,NA,0.0984766680657858,0,0.2
"1053",3,NA,NA,0.0227585819320578,0,0.2
"1054",4,NA,NA,0.00971603983755053,0,0.2
"1055",5,NA,NA,0.0185751316912513,0,0.2
"1056",6,NA,NA,0.0101206559010737,0,0.2
"1057",7,NA,NA,0.0224040578421595,0,0.2
"1058",8,NA,NA,0.0429264577528269,0,0.2
"1059",9,NA,NA,0.00198256439837444,0,0.2
"1060",10,NA,NA,0.00205354015462557,0,0.2
"1061",1,NA,NA,0.11375320761016,0,0.2
"1062",2,NA,NA,0.0327155674677598,0,0.2
"1063",3,NA,NA,0.0505993822003273,0,0.2
"1064",4,NA,NA,0.0700629651917871,0,0.2
"1065",5,NA,NA,0.0237904171511083,0,0.2
"1066",6,NA,NA,0.0972840865300629,0,0.2
"1067",7,NA,NA,0.0979928080271685,0,0.2
"1068",8,NA,NA,0.10801501993456,0,0.2
"1069",9,NA,NA,0.0180720953641854,0,0.2
"1070",10,NA,NA,0.169659131816281,0,0.2
"1071",1,NA,NA,0.0155575750202847,0,0.2
"1072",2,NA,NA,0.114205490711975,0,0.2
"1073",3,NA,NA,0.116555160135256,0,0.2
"1074",4,NA,NA,0.215823627774431,0,0.2
"1075",5,NA,NA,0.121411617820298,0,0.2
"1076",6,NA,NA,0.160402192596916,0,0.2
"1077",7,NA,NA,0.175185083237899,0,0.2
"1078",8,NA,NA,0.119866665908488,0,0.2
"1079",9,NA,NA,0.147438312742609,0,0.2
"1080",10,NA,NA,0.0884801721786874,0,0.2
"1081",1,NA,NA,0.024685389307092,0,0.2
"1082",2,NA,NA,0.0208569651323352,0,0.2
"1083",3,NA,NA,0.0574290045994202,0,0.2
"1084",4,NA,NA,0.00540024509268013,0,0.2
"1085",5,NA,NA,0.0513165175031912,0,0.2
"1086",6,NA,NA,0.0202430745279981,0,0.2
"1087",7,NA,NA,0.0039740181049471,0,0.2
"1088",8,NA,NA,0.00391387633400783,0,0.2
"1089",9,NA,NA,0.00479420011710959,0,0.2
"1090",10,NA,NA,0.00746671472650972,0,0.2
"1091",1,NA,NA,0.0230724486860822,0,0.2
"1092",2,NA,NA,0.0995160460059103,0,0.2
"1093",3,NA,NA,0.0376945176706337,0,0.2
"1094",4,NA,NA,0.170391426320567,0,0.2
"1095",5,NA,NA,0.0385675064226198,0,0.2
"1096",6,NA,NA,0.0282858111345603,0,0.2
"1097",7,NA,NA,0.031214769431972,0,0.2
"1098",8,NA,NA,0.0398650318483098,0,0.2
"1099",9,NA,NA,0.0588848055018129,0,0.2
"1100",10,NA,NA,0.0849521262299999,0,0.2
"1101",10,NA,NA,-0.00154726950198622,0,0.2
"1102",1,NA,NA,-0.000348914065433203,0,0.2
"1103",1,NA,NA,-0.00194055545243644,0,0.2
"1104",5,NA,NA,-0.000833900202601358,0,0.2
"1105",1,NA,NA,-0.00674208212033274,0,0.2
"1106",1,NA,NA,-0.00325347722824153,0,0.2
"1107",1,NA,NA,0.0830147767749818,0,0.2
"1108",2,NA,NA,0.145004828554735,0,0.2
"1109",3,NA,NA,0.0960041214330108,0,0.2
"1110",4,NA,NA,0.0574676246404411,0,0.2
"1111",5,NA,NA,0.145380382998493,0,0.2
"1112",6,NA,NA,0.130882085288727,0,0.2
"1113",7,NA,NA,0.208020798505915,0,0.2
"1114",8,NA,NA,0.185806732338462,0,0.2
"1115",9,NA,NA,0.197463355037455,0,0.2
"1116",10,NA,NA,0.114978004725276,0,0.2
"1117",1,NA,NA,0.12866670620507,0,0.2
"1118",2,NA,NA,0.207515343846945,0,0.2
"1119",3,NA,NA,0.142859240159129,0,0.2
"1120",4,NA,NA,0.0809934696599374,0,0.2
"1121",5,NA,NA,0.196356922273485,0,0.2
"1122",6,NA,NA,0.204625183252021,0,0.2
"1123",7,NA,NA,0.200584128676474,0,0.2
"1124",8,NA,NA,0.258571980074863,0,0.2
"1125",9,NA,NA,0.243553343737174,0,0.2
"1126",10,NA,NA,0.218334528958411,0,0.2
"1127",1,NA,NA,0.0104094243078742,0,0.2
"1128",2,NA,NA,0.0133371197773458,0,0.2
"1129",3,NA,NA,0.0156433175922219,0,0.2
"1130",4,NA,NA,0.00165644066094107,0,0.2
"1131",5,NA,NA,0.0275104869092946,0,0.2
"1132",6,NA,NA,0.0183153495968727,0,0.2
"1133",7,NA,NA,0.00130816430943818,0,0.2
"1134",8,NA,NA,0.0086442971677656,0,0.2
"1135",9,NA,NA,0.00476722034601184,0,0.2
"1136",10,NA,NA,0.00388736954966253,0,0.2
"1137",1,NA,NA,0.0823505356166805,0,0.2
"1138",2,NA,NA,0.226018122062057,0,0.2
"1139",3,NA,NA,0.185217714542132,0,0.2
"1140",4,NA,NA,0.173091080103126,0,0.2
"1141",5,NA,NA,0.180242352453978,0,0.2
"1142",6,NA,NA,0.195020358810212,0,0.2
"1143",7,NA,NA,0.174990397446352,0,0.2
"1144",8,NA,NA,0.197722797911048,0,0.2
"1145",9,NA,NA,0.173953885981416,0,0.2
"1146",10,NA,NA,0.218394309813079,0,0.2
"1147",1,NA,NA,0.033055767757573,0,0.2
"1148",2,NA,NA,0.0723713898996258,0,0.2
"1149",3,NA,NA,0.0847347758784947,0,0.2
"1150",4,NA,NA,0.0554817078664228,0,0.2
"1151",5,NA,NA,0.0525559304523816,0,0.2
"1152",6,NA,NA,0.101289017172951,0,0.2
"1153",7,NA,NA,0.0973257003059279,0,0.2
"1154",8,NA,NA,0.1644874272311,0,0.2
"1155",9,NA,NA,0.0414655465959129,0,0.2
"1156",10,NA,NA,0.0731974129525451,0,0.2
"1157",1,NA,NA,0.0501199203814377,0,0.2
"1158",2,NA,NA,0.0266250695990912,0,0.2
"1159",3,NA,NA,0.0674727374522834,0,0.2
"1160",4,NA,NA,0.001956246538457,0,0.2
"1161",5,NA,NA,0.133829277625368,0,0.2
"1162",6,NA,NA,0.0177715332421864,0,0.2
"1163",7,NA,NA,0.0123746065561287,0,0.2
"1164",8,NA,NA,0.00994671532600538,0,0.2
"1165",9,NA,NA,0.0464674882465252,0,0.2
"1166",10,NA,NA,0.0111928463054397,0,0.2
"1167",1,NA,NA,0.0545066717173978,0,0.2
"1168",2,NA,NA,0.0816230762322534,0,0.2
"1169",3,NA,NA,0.0292298522462759,0,0.2
"1170",4,NA,NA,0.0632873886681898,0,0.2
"1171",5,NA,NA,0.087912704025954,0,0.2
"1172",6,NA,NA,0.0449660884911371,0,0.2
"1173",7,NA,NA,0.115420482316483,0,0.2
"1174",8,NA,NA,0.123236883781065,0,0.2
"1175",9,NA,NA,0.0716755680560036,0,0.2
"1176",10,NA,NA,0.127095991103822,0,0.2
"1177",10,NA,NA,-0.0155647455667841,0,0.2
"1178",1,NA,NA,-0.00082427941138395,0,0.2
"1179",1,NA,NA,-0.00915342571200616,0,0.2
"1180",5,NA,NA,-0.0082972683152115,0,0.2
"1181",1,NA,NA,-0.00347781833556617,0,0.2
"1182",1,NA,NA,-0.00235532340592331,0,0.2
"1183",1,NA,NA,0.157627655893188,0,0.2
"1184",2,0.0218095270637249,0.0832977005349935,0.324436591062854,3,0.2
"1185",3,NA,NA,0.229548057598222,0,0.2
"1186",4,NA,0.0680422614033895,0.329426758248281,2,0.2
"1187",5,NA,NA,0.270462308148379,0,0.2
"1188",6,NA,NA,0.296009265355342,0,0.2
"1189",7,0.0758221213846367,0.0435058281521093,0.328830786976759,3,0.2
"1190",8,0.0324336673392855,0.0476566065410188,0.308670349586417,3,0.2
"1191",9,NA,NA,0.256487010860525,0,0.2
"1192",10,NA,NA,0.307954508151463,0,0.2
"1193",1,NA,NA,0.0834095515549464,0,0.2
"1194",2,NA,NA,0.0279674902990653,0,0.2
"1195",3,NA,NA,0.0917230714185144,0,0.2
"1196",4,NA,NA,0.000784873310887594,0,0.2
"1197",5,NA,NA,0.163320013580956,0,0.2
"1198",6,NA,NA,0.135796437831156,0,0.2
"1199",7,NA,NA,0.00135241807926273,0,0.2
"1200",8,NA,NA,0.0427811393487558,0,0.2
"1201",9,NA,NA,0.0137949570970115,0,0.2
"1202",10,NA,NA,0.0250126090363279,0,0.2
"1203",1,NA,NA,0.0190139349123481,0,0.2
"1204",2,NA,NA,0.0444287268975184,0,0.2
"1205",3,NA,NA,0.0369160777934168,0,0.2
"1206",4,NA,NA,0.0456357333643044,0,0.2
"1207",5,NA,NA,0.0445173550052786,0,0.2
"1208",6,NA,NA,0.03711631961609,0,0.2
"1209",7,NA,NA,0.0338441322356499,0,0.2
"1210",8,NA,NA,0.0944334839931646,0,0.2
"1211",9,NA,NA,0.0283840566386398,0,0.2
"1212",10,NA,NA,0.0335999900713613,0,0.2
"1213",1,NA,NA,0.0099734417135926,0,0.2
"1214",2,NA,NA,0.215024641353746,0,0.2
"1215",3,NA,NA,0.246775346365917,0,0.2
"1216",4,0.0552178617975728,0.000387740525783457,0.303035603130389,3,0.2
"1217",5,NA,NA,0.200926262870347,0,0.2
"1218",6,NA,NA,0.201159147309545,0,0.2
"1219",7,NA,NA,0.132473539829222,0,0.2
"1220",8,NA,NA,0.266140405570594,0,0.2
"1221",9,NA,NA,0.0529437666189089,0,0.2
"1222",10,NA,NA,0.233760768653711,0,0.2
"1223",1,NA,NA,0.0143554024486366,0,0.2
"1224",2,NA,NA,0.0214487263825124,0,0.2
"1225",3,NA,NA,0.0204551624043046,0,0.2
"1226",4,NA,NA,0.00263562425073024,0,0.2
"1227",5,NA,NA,0.0564246447383629,0,0.2
"1228",6,NA,NA,0.0264180123487977,0,0.2
"1229",7,NA,NA,0.00335836939125458,0,0.2
"1230",8,NA,NA,0.00861437460672142,0,0.2
"1231",9,NA,NA,0.0117596394950349,0,0.2
"1232",10,NA,NA,0.0111184961926087,0,0.2
"1233",1,NA,NA,0.0139837887237226,0,0.2
"1234",2,NA,NA,0.0583823412595127,0,0.2
"1235",3,NA,NA,0.089653241260873,0,0.2
"1236",4,NA,NA,0.0864798358758436,0,0.2
"1237",5,NA,NA,0.173546801892163,0,0.2
"1238",6,NA,NA,0.0945377658350087,0,0.2
"1239",7,NA,NA,0.0310587188878312,0,0.2
"1240",8,NA,NA,0.0990261322659271,0,0.2
"1241",9,NA,NA,0.0671919127974507,0,0.2
"1242",10,NA,NA,0.119716480046152,0,0.2
"1243",3,NA,NA,-0.000389023067795993,0,0.2
"1244",10,NA,NA,-0.00126502437320269,0,0.2
"1245",1,NA,NA,-0.000211470426920756,0,0.2
"1246",1,NA,NA,-0.00550385986408904,0,0.2
"1247",5,NA,NA,-0.0114286693531127,0,0.2
"1248",1,NA,NA,-0.0589185413019285,0,0.2
"1249",1,NA,NA,-0.00054382118584796,0,0.2
"1250",1,NA,NA,0.0584028799304842,0,0.2
"1251",2,NA,NA,0.0122987780966409,0,0.2
"1252",3,NA,NA,0.0266661720116523,0,0.2
"1253",4,NA,NA,0.000456790015951884,0,0.2
"1254",5,NA,NA,0.0324812499095109,0,0.2
"1255",6,NA,NA,0.0682288054106731,0,0.2
"1256",7,NA,NA,0.000733588315870618,0,0.2
"1257",8,NA,NA,0.0116371514339135,0,0.2
"1258",9,NA,NA,0.00389402345467637,0,0.2
"1259",10,NA,NA,0.005938252737517,0,0.2
"1260",1,NA,NA,0.0351778881196101,0,0.2
"1261",2,NA,NA,0.0691826561568204,0,0.2
"1262",3,NA,NA,0.0261000701532082,0,0.2
"1263",4,NA,NA,0.0268395308220033,0,0.2
"1264",5,NA,NA,0.0828890077590261,0,0.2
"1265",6,NA,NA,0.0905688471492822,0,0.2
"1266",7,NA,NA,0.0276985094240532,0,0.2
"1267",8,NA,NA,0.0593283253318771,0,0.2
"1268",9,NA,NA,0.0332238948090272,0,0.2
"1269",10,NA,NA,0.0424445180141242,0,0.2
"1270",1,NA,NA,0.0749826820762062,0,0.2
"1271",2,NA,NA,0.0736344463523285,0,0.2
"1272",3,NA,NA,0.0838289205954733,0,0.2
"1273",4,NA,NA,0.158426930565049,0,0.2
"1274",5,NA,NA,0.0580531914961278,0,0.2
"1275",6,NA,NA,0.149796972603148,0,0.2
"1276",7,NA,NA,0.0414403247345443,0,0.2
"1277",8,NA,NA,0.212223820894288,0,0.2
"1278",9,NA,NA,0.0475796671953567,0,0.2
"1279",10,NA,NA,0.148384439874656,0,0.2
"1280",1,NA,NA,0.10415085854466,0,0.2
"1281",2,NA,NA,0.074848180285626,0,0.2
"1282",3,NA,NA,0.0106814740416766,0,0.2
"1283",4,NA,NA,0.00235942833619229,0,0.2
"1284",5,NA,NA,0.0271902665815139,0,0.2
"1285",6,NA,NA,0.0396683453384482,0,0.2
"1286",7,NA,NA,0.002126478499106,0,0.2
"1287",8,NA,NA,0.00482971972571262,0,0.2
"1288",9,NA,NA,0.0209179459609818,0,0.2
"1289",10,NA,NA,0.0051577649472399,0,0.2
"1290",1,NA,NA,0.098519741099758,0,0.2
"1291",2,NA,NA,0.0497855790578866,0,0.2
"1292",3,NA,NA,0.0247021067837904,0,0.2
"1293",4,NA,NA,0.0776235370900583,0,0.2
"1294",5,NA,NA,0.0461419233659989,0,0.2
"1295",6,NA,NA,0.0416779796353877,0,0.2
"1296",7,NA,NA,0.0196986707058195,0,0.2
"1297",8,NA,NA,0.0582150010166869,0,0.2
"1298",9,NA,NA,0.045867237462201,0,0.2
"1299",10,NA,NA,0.0572856650126468,0,0.2
"1300",10,NA,NA,-0.00240218554239183,0,0.2
"1301",1,NA,NA,-0.00148986888475686,0,0.2
"1302",1,NA,NA,-0.00578670489799638,0,0.2
"1303",5,NA,NA,-0.0599950908403919,0,0.2
"1304",1,NA,NA,-0.00702273004511511,0,0.2
"1305",1,NA,NA,-0.00100612950035111,0,0.2
"1306",1,NA,NA,0.0271000555789553,0,0.2
"1307",2,NA,NA,0.00454541540745804,0,0.2
"1308",3,NA,NA,0.0170553436035968,0,0.2
"1309",4,NA,NA,0.00146430791060534,0,0.2
"1310",5,NA,NA,0.0078429272264963,0,0.2
"1311",6,NA,NA,0.00895209226577916,0,0.2
"1312",7,NA,NA,0.0016079649562076,0,0.2
"1313",8,NA,NA,0.00730103545586634,0,0.2
"1314",9,NA,NA,0.00166165237695591,0,0.2
"1315",10,NA,NA,0.00119969016915357,0,0.2
"1316",1,NA,NA,0.00405375549422113,0,0.2
"1317",2,NA,NA,0.0293340973043297,0,0.2
"1318",3,NA,NA,0.132734269941531,0,0.2
"1319",4,NA,NA,0.00216888856022427,0,0.2
"1320",5,NA,NA,0.0258956895618488,0,0.2
"1321",6,NA,NA,0.0238566169289881,0,0.2
"1322",7,NA,NA,0.00328831019932525,0,0.2
"1323",8,NA,NA,0.0268685211095518,0,0.2
"1324",9,NA,NA,0.00867781977139873,0,0.2
"1325",10,NA,NA,0.00784073410582269,0,0.2
"1326",1,NA,NA,0.00631684491643826,0,0.2
"1327",2,NA,NA,0.0337909378627582,0,0.2
"1328",3,NA,NA,0.0514805708584021,0,0.2
"1329",4,NA,NA,0.036135308771732,0,0.2
"1330",5,NA,NA,0.0917442539760609,0,0.2
"1331",6,NA,NA,0.0816041103355433,0,0.2
"1332",7,NA,NA,0.0409142540637997,0,0.2
"1333",8,NA,NA,0.0252258486008106,0,0.2
"1334",9,NA,NA,0.0363115521455808,0,0.2
"1335",10,NA,NA,0.0402546026196026,0,0.2
"1336",1,NA,NA,0.00578047024291977,0,0.2
"1337",2,NA,NA,0.0157395089852853,0,0.2
"1338",3,NA,NA,0.037817535552045,0,0.2
"1339",4,NA,NA,0.00318440120570834,0,0.2
"1340",5,NA,NA,0.0283465716526086,0,0.2
"1341",6,NA,NA,0.0192508334772455,0,0.2
"1342",7,NA,NA,0.00486073736017045,0,0.2
"1343",8,NA,NA,0.00834720017337227,0,0.2
"1344",9,NA,NA,0.0440776907458172,0,0.2
"1345",10,NA,NA,0.0243095811252386,0,0.2
"1346",1,NA,NA,-0.000511630018272774,0,0.2
"1347",4,NA,0.0318897251403465,NA,0,0.2
"1348",5,NA,NA,-0.00137252938471548,0,0.2
"1349",1,NA,NA,-0.00346917327217061,0,0.2
"1350",1,NA,NA,-0.000775093868230423,0,0.2
"1351",1,NA,NA,0.0526638375988863,0,0.2
"1352",2,NA,NA,0.110190654207626,0,0.2
"1353",3,NA,NA,0.146140258302137,0,0.2
"1354",4,NA,NA,0.100731092565908,0,0.2
"1355",5,NA,NA,0.0964839662456469,0,0.2
"1356",6,NA,NA,0.0565977117858638,0,0.2
"1357",7,NA,NA,0.0694412543968195,0,0.2
"1358",8,NA,NA,0.132977228193307,0,0.2
"1359",9,NA,NA,0.125951837917555,0,0.2
"1360",10,NA,NA,0.0972672298114212,0,0.2
"1361",1,NA,NA,0.110898200231255,0,0.2
"1362",2,NA,NA,0.0090271639929777,0,0.2
"1363",3,NA,NA,0.0148597929916639,0,0.2
"1364",4,NA,NA,0.0037746369087189,0,0.2
"1365",5,NA,NA,0.0392872394080375,0,0.2
"1366",6,NA,NA,0.0568143786117732,0,0.2
"1367",7,NA,NA,0.00241476520395094,0,0.2
"1368",8,NA,NA,0.00617308424369746,0,0.2
"1369",9,NA,NA,0.00767047499252331,0,0.2
"1370",10,NA,NA,0.00362422835228361,0,0.2
"1371",1,-0.000573297048031742,NA,0.0924741417094749,0,0.2
"1372",2,NA,NA,0.0609060138357542,0,0.2
"1373",3,NA,NA,0.0414408340547118,0,0.2
"1374",4,NA,NA,0.123567624143716,0,0.2
"1375",5,NA,NA,0.0728798870989294,0,0.2
"1376",6,NA,NA,0.0247846095924797,0,0.2
"1377",7,NA,NA,0.0221629554149659,0,0.2
"1378",8,NA,NA,0.0760600952781657,0,0.2
"1379",9,NA,NA,0.0431805352921578,0,0.2
"1380",10,NA,NA,0.0411717477527744,0,0.2
"1381",10,NA,NA,-0.00240284327026236,0,0.2
"1382",1,NA,NA,-0.00139844405638498,0,0.2
"1383",1,-0.00266588501298888,-0.000546922683570746,NA,1,0.2
"1384",1,NA,NA,-0.000663660518329052,0,0.2
"1385",5,NA,NA,-0.00350256222085407,0,0.2
"1386",1,NA,NA,-0.000798597244099056,0,0.2
"1387",1,-0.0863493156120458,-0.0665679304286534,-0.0407210078325126,3,0.2
"1388",1,NA,NA,0.249405749750717,0,0.2
"1389",2,NA,NA,0.023946581547706,0,0.2
"1390",3,NA,NA,0.0482428492217625,0,0.2
"1391",4,NA,NA,0.00901364945336092,0,0.2
"1392",5,NA,NA,0.0393639447141188,0,0.2
"1393",6,NA,NA,0.0331034697138074,0,0.2
"1394",7,NA,NA,0.0186942233913282,0,0.2
"1395",8,NA,NA,0.0183087560084459,0,0.2
"1396",9,NA,NA,0.0172355686817767,0,0.2
"1397",10,NA,NA,0.0224085156530974,0,0.2
"1398",1,NA,NA,0.0119340005875998,0,0.2
"1399",2,NA,NA,0.306501278549274,0,0.2
"1400",3,0.109771828576645,0.0680837204805423,0.308928506485188,3,0.2
"1401",4,NA,0.0338713441314992,0.296187246550922,2,0.2
"1402",5,NA,NA,0.29502163318796,0,0.2
"1403",6,NA,NA,0.208921877224289,0,0.2
"1404",7,NA,NA,0.174015589467356,0,0.2
"1405",8,NA,NA,0.224448629441288,0,0.2
"1406",9,NA,NA,0.270603277647813,0,0.2
"1407",10,NA,NA,0.254433162341945,0,0.2
"1408",3,NA,NA,-0.00134050162194138,0,0.2
"1409",10,NA,NA,-0.000805341088163756,0,0.2
"1410",1,NA,NA,-0.000466688789512343,0,0.2
"1411",5,NA,NA,-0.00245309867775805,0,0.2
"1412",1,NA,NA,-0.000438977479480787,0,0.2
"1413",1,NA,NA,-0.00150624848283718,0,0.2
"1414",1,NA,NA,0.0155438831688358,0,0.2
"1415",2,NA,NA,0.0891922651987179,0,0.2
"1416",3,NA,NA,0.171380664271196,0,0.2
"1417",4,NA,NA,0.0430456989177786,0,0.2
"1418",5,NA,NA,0.14104786895352,0,0.2
"1419",6,NA,NA,0.176376305110734,0,0.2
"1420",7,NA,NA,0.151894539660152,0,0.2
"1421",8,NA,NA,0.112681537896481,0,0.2
"1422",9,NA,NA,0.0854002641670406,0,0.2
"1423",10,NA,NA,0.124074176526505,0,0.2
"1424",3,NA,NA,-0.000743654449499451,0,0.2
"1425",5,-0.00681743366669091,NA,NA,0,0.2
"1426",1,NA,NA,-0.000235063020091525,0,0.2
"1427",1,NA,NA,-0.000674862074623233,0,0.2
"1428",5,NA,NA,-0.00114895331815564,0,0.2
"1429",1,NA,NA,-0.000630506064829383,0,0.2
"1430",1,NA,NA,-0.00317182061663912,0,0.2
"1431",3,NA,NA,-0.006144262037452,0,0.2
"1432",10,NA,NA,-0.00139835029201321,0,0.2
"1433",1,NA,-0.0277343334791131,-0.0215307514148966,2,0.2
"1434",1,0.00028141537382082,NA,NA,0,0.2
"1435",1,NA,NA,-0.000700345030408,0,0.2
"1436",5,NA,NA,-0.00194977551244354,0,0.2
"1437",1,NA,NA,-0.000613141484183289,0,0.2
"1438",1,0.0091151811926396,NA,-0.00264487059815796,0,0.2
"1439",5,NA,0.0120378636168761,NA,0,0.2
"1440",7,-0.0029383826685641,-0.00246958686014835,NA,1,0.2
"1441",9,-0.0476133884869389,-0.0972742191897363,NA,1,0.2
"1442",8,-0.0369446831404923,-0.0301980218013837,NA,1,0.2
"1443",3,0.0124156329490227,NA,NA,0,0.2
"1444",4,NA,-0.000266229766994067,NA,0,0.2
"1445",2,-0.0128692834323144,NA,NA,0,0.2
"1446",4,-0.00832775604534186,-0.0199163839147146,NA,1,0.2
"1447",4,0.000725322939205034,0.00896959695521774,0.0205109701395631,3,0.2
"1448",2,NA,NA,0.00806369065404655,0,0.2
"1449",2,-0.100335638864278,-0.0887506300074383,NA,1,0.2
"1450",4,-0.0450050003916326,-0.0411589400267464,NA,1,0.2
"1451",6,-0.0408129914796906,-0.0526154784288852,NA,1,0.2
"1452",3,0.0109200509011408,NA,NA,0,0.2
"1453",5,NA,-0.00162103982482916,NA,0,0.2
"1454",4,0.00321253984480763,NA,NA,0,0.2
"1455",9,0.0210857967483281,0.0376284027411161,NA,1,0.2
"1456",10,0.000428874635813871,NA,NA,0,0.2
"1457",4,NA,-0.0149318301698957,NA,0,0.2
"1458",7,-0.00201703494725009,-0.00463690121216287,NA,1,0.2
"1459",10,-0.0174608111518215,-0.0302180473067494,NA,1,0.2
"1460",7,0.000244209529730847,0.00065280317075835,NA,1,0.2
"1461",1,0.0423864469833977,0.0113261823646,0.00458726073768144,3,0.2
"1462",1,NA,NA,0.000229603566380869,0,0.2
"1463",6,-0.00299959768201117,NA,NA,0,0.2
"1464",10,-0.0341661060492426,-0.00708650736877799,NA,1,0.2
"1465",3,0.000802393733297821,NA,0.000345356683204448,0,0.2
"1466",1,0.043897568680944,NA,NA,0,0.2
"1467",7,-0.00129048926729949,-0.00125084099367257,NA,1,0.2
"1468",2,0.000472868356764469,NA,NA,0,0.5
"1469",8,0.00302207151544265,NA,NA,0,0.5
"1470",3,-0.0120665828250384,NA,NA,0,0.5
"1471",3,0.0305181912386904,0.0027474792485363,NA,1,0.5
"1472",6,NA,0.019049955750978,NA,0,0.5
"1473",7,0.0283704347484801,NA,NA,0,0.5
"1474",2,-0.0158470316530581,-0.022769034822872,NA,1,0.5
"1475",3,-0.0543768523341118,-0.0597895350801308,NA,1,0.5
"1476",8,-0.00512853652988943,NA,NA,0,0.5
"1477",9,-0.10073883155041,-0.112884428900432,-0.00859312107511217,3,0.5
"1478",10,-0.00885244277733086,-0.0297901107239065,NA,1,0.5
"1479",9,-0.00181604418400766,-0.00121968525116593,NA,1,0.5
"1480",10,NA,-0.00143207373197506,NA,0,0.5
"1481",5,0.0249516751394099,0.00801149585418787,0.00633007332834884,3,0.5
"1482",6,0.0340303208388818,0.029637428787826,0.00760761813858546,3,0.5
"1483",4,NA,-0.000621984357750622,NA,0,0.5
"1484",10,-0.000487127464384925,-0.000695380072579063,NA,1,0.5
"1485",3,NA,0.000477523918089973,0.0158011985090006,2,0.5
"1486",4,0.101135439316512,0.0894634402180728,0.092788379806895,3,0.5
"1487",5,0.137695903562216,0.0913442894296694,0.134224209341484,3,0.5
"1488",6,0.0154537076156366,0.0312127214369857,0.024896351102962,3,0.5
"1489",7,0.122217254595155,0.13368028791436,0.130310396814645,3,0.5
"1490",9,0.025001764038307,0.0150121286875485,0.0157433362449891,3,0.5
"1491",10,0.026530434656818,0.0663824536985007,0.0420463591565782,3,0.5
"1492",6,-0.0134302312384302,NA,NA,0,0.5
"1493",7,0.00842801219840217,NA,NA,0,0.5
"1494",3,-0.087059406191184,-0.0850379748315641,-0.0304980156117095,3,0.5
"1495",7,-0.00406618781386513,-0.00278167653648649,NA,1,0.5
"1496",8,-0.0030044105315359,-0.00860919542226794,NA,1,0.5
"1497",3,-0.041937932759565,-0.0238368726688117,NA,1,0.5
"1498",5,0.00246766889490818,0.000524782996638699,0.000593908322832349,3,0.5
"1499",6,0.000380811803455384,0.000670312543278382,NA,1,0.5
"1500",3,-0.00194721576405752,-0.00179936477648151,-0.000299413738582514,3,0.5
"1501",7,-0.100547258037715,-0.074984091884522,-0.00469731595856722,3,0.5
"1502",8,NA,-0.000479494693450565,NA,0,0.5
"1503",6,NA,0.000843746557274084,NA,0,0.5
"1504",6,-0.0328479793913704,-0.0720783638977302,NA,1,0.5
"1505",8,-0.00154313068583881,NA,NA,0,0.5
"1506",10,-0.0601494574193986,-0.0475621111287266,-0.0237458677528759,3,0.5
"1507",6,-0.00346733706764253,-0.00889494823047367,NA,1,0.5
"1508",5,NA,-0.0129764487131006,NA,0,0.5
"1509",5,-0.000444298771734353,NA,NA,0,0.5
