"","Time","L_Edge_weight","O_Edge_weight","Cov_Edge_weight","Recovery","TaxaSize"
"5823","2",NA,NA,-0.0350312286965488,0,100
"5824","3",NA,-0.00992590336099273,-0.062210517722086,2,100
"5825","4",NA,NA,-0.0515591798383435,0,100
"5826","5",NA,NA,-0.0536948604341411,0,100
"5827","6",NA,NA,-0.0334873482444364,0,100
"5828","7",NA,NA,-0.0012931979782112,0,100
"5829","8",NA,NA,-0.000618689397142653,0,100
"5830","9",NA,-0.00890729519633749,-0.114563772903492,2,100
"5831","10",NA,NA,-0.0466688442035868,0,100
"5832","2",NA,NA,-0.00102004463114165,0,100
"5833","3",NA,NA,-0.00071040285606409,0,100
"5834","4",NA,NA,-0.00243139635107168,0,100
